240,217,149
241,244,249
228,241,255
241,247,252
250,248,248
242,242,248
243,248,251
234,229,230
236,237,241
249,250,254
237,237,237
245,248,253
250,251,255
165,178,216
242,241,245
250,245,242
241,237,242
254,250,249
247,251,252
249,251,252
254,152,10
254,152,9
255,154,11
255,150,9
255,150,13
255,149,11
255,153,12
255,155,12
245,249,254
247,250,255
251,254,252
247,249,249
243,250,253
247,251,255
251,154,4
255,151,10
255,154,13
255,159,12
254,149,6
255,145,11
255,157,13
255,151,10
242,241,245
250,245,242
241,237,242
254,250,249
247,251,252
249,251,252
254,152,10
254,152,9
255,154,11
255,150,9
255,150,13
255,149,11
255,153,12
255,155,12
245,249,254
247,250,255
251,254,252
247,249,249
243,250,253
247,251,255
251,154,4
255,151,10
255,154,13
255,159,12
254,149,6
255,145,11
255,157,13
255,151,10
242,241,245
250,245,242
241,237,242
254,250,249
247,251,252
249,251,252
254,152,10
254,152,9
255,154,11
255,150,9
255,150,13
255,149,11
255,153,12
255,155,12
245,249,254
247,250,255
251,254,252
247,249,249
243,250,253
247,251,255
251,154,4
255,151,10
255,154,13
255,159,12
254,149,6
255,145,11
255,157,13
255,151,10
251,155,8
255,154,21
255,163,18
255,167,22
246,250,255
241,244,252
255,251,250
249,250,248
255,250,252
247,248,252
245,251,250
252,247,249
248,250,250
248,246,245
243,247,252
240,248,255
232,238,243
252,247,249
242,239,254
241,162,89
220,113,16
255,233,210
248,248,254
234,244,254
247,251,252
248,250,251
252,251,247
232,231,241
248,250,250
247,249,249
230,235,244
255,157,17
249,151,11
254,160,23
252,150,8
253,159,9
255,152,11
252,157,7
252,150,8
255,162,18
254,159,19
255,150,9
255,166,28
255,159,12
251,155,7
255,172,36
254,155,9
255,156,8
255,161,11
255,154,8
252,154,6
251,252,250
251,250,246
249,248,252
254,161,8
254,156,8
255,162,9
255,188,46
254,154,6
255,155,7
255,168,27
255,153,7
149,164,197
152,164,206
207,89,10
154,163,201
210,129,44
224,118,17
254,149,8
255,149,8
255,152,11
255,148,12
223,132,23
255,153,24
255,155,26
254,154,22
255,155,13
255,166,38
255,152,17
255,162,42
255,203,90
255,159,21
244,160,35
255,149,11
241,183,53
254,151,5
255,151,8
255,143,9
255,149,13
254,147,9
254,139,4
254,154,5
255,158,8
255,158,10
249,165,16
253,153,4
255,155,6
253,153,5
254,156,8
252,172,25
252,156,9
252,149,3
247,180,47
233,130,13
217,124,9
228,126,13
211,118,9
247,250,248
244,249,247
255,255,250
234,238,243
255,251,244
244,246,254
234,236,236
242,248,253
235,238,242
254,249,248
245,248,253
249,249,255
255,170,15
255,167,13
255,162,9
253,166,16
255,155,6
255,160,10
255,169,10
255,155,7
253,170,15
255,157,5
255,159,10
255,204,99
224,223,225
255,241,226
254,253,249
247,251,252
245,247,248
250,253,251
255,166,17
255,168,24
255,168,23
254,171,20
247,251,246
254,253,249
248,246,252
246,251,250
250,251,249
249,250,254
234,238,239
248,247,251
245,242,251
255,167,13
255,164,9
255,167,22
255,162,9
255,154,7
255,152,6
253,147,6
254,148,11
253,148,3
255,148,8
255,158,10
255,161,11
255,162,12
255,255,168
255,157,10
255,164,19
255,171,22
255,163,28
254,170,28
254,184,61
255,189,71
230,145,11
255,193,58
253,158,8
238,169,36
255,154,15
255,242,132
242,241,245
250,245,242
241,237,242
254,250,249
247,251,252
249,251,252
254,152,10
254,152,9
255,154,11
255,150,9
255,150,13
255,149,11
255,153,12
255,155,12
245,249,254
247,250,255
251,254,252
247,249,249
243,250,253
247,251,255
251,154,4
255,151,10
255,154,13
255,159,12
254,149,6
255,145,11
255,157,13
255,151,10
251,155,8
255,154,21
255,163,18
255,167,22
246,250,255
241,244,252
255,251,250
249,250,248
255,250,252
247,248,252
245,251,250
252,247,249
248,250,250
248,246,245
243,247,252
240,248,255
232,238,243
252,247,249
242,239,254
241,162,89
220,113,16
255,233,210
248,248,254
234,244,254
247,251,252
248,250,251
252,251,247
232,231,241
248,250,250
247,249,249
230,235,244
255,157,17
249,151,11
254,160,23
252,150,8
253,159,9
255,152,11
252,157,7
252,150,8
255,162,18
254,159,19
255,150,9
255,166,28
255,159,12
251,155,7
255,172,36
254,155,9
255,156,8
255,161,11
255,154,8
252,154,6
251,252,250
251,250,246
249,248,252
254,161,8
254,156,8
255,162,9
255,188,46
254,154,6
255,155,7
255,168,27
255,153,7
149,164,197
152,164,206
207,89,10
154,163,201
210,129,44
224,118,17
254,149,8
255,149,8
255,152,11
255,148,12
223,132,23
255,153,24
255,155,26
254,154,22
255,155,13
255,166,38
255,152,17
255,162,42
255,203,90
255,159,21
244,160,35
255,149,11
241,183,53
254,151,5
255,151,8
255,143,9
255,149,13
254,147,9
254,139,4
254,154,5
255,158,8
255,158,10
249,165,16
253,153,4
255,155,6
253,153,5
254,156,8
252,172,25
252,156,9
252,149,3
247,180,47
233,130,13
217,124,9
228,126,13
211,118,9
247,250,248
244,249,247
255,255,250
234,238,243
255,251,244
244,246,254
234,236,236
242,248,253
235,238,242
254,249,248
245,248,253
249,249,255
255,170,15
255,167,13
255,162,9
253,166,16
255,155,6
255,160,10
255,169,10
255,155,7
253,170,15
255,157,5
255,159,10
255,204,99
224,223,225
255,241,226
254,253,249
247,251,252
245,247,248
250,253,251
255,166,17
255,168,24
255,168,23
254,171,20
247,251,246
254,253,249
248,246,252
246,251,250
250,251,249
249,250,254
234,238,239
248,247,251
245,242,251
255,167,13
255,164,9
255,167,22
255,162,9
255,154,7
255,152,6
253,147,6
254,148,11
253,148,3
255,148,8
255,158,10
255,161,11
255,162,12
255,255,168
255,157,10
255,164,19
255,171,22
255,163,28
254,170,28
254,184,61
255,189,71
230,145,11
255,193,58
253,158,8
238,169,36
255,154,15
255,242,132
242,241,245
250,245,242
241,237,242
254,250,249
247,251,252
249,251,252
254,152,10
254,152,9
255,154,11
255,150,9
255,150,13
255,149,11
255,153,12
255,155,12
245,249,254
247,250,255
251,254,252
247,249,249
243,250,253
247,251,255
251,154,4
255,151,10
255,154,13
255,159,12
254,149,6
255,145,11
255,157,13
255,151,10
251,155,8
255,154,21
255,163,18
255,167,22
246,250,255
241,244,252
255,251,250
249,250,248
255,250,252
247,248,252
245,251,250
252,247,249
248,250,250
248,246,245
243,247,252
240,248,255
232,238,243
252,247,249
242,239,254
241,162,89
220,113,16
255,233,210
248,248,254
234,244,254
247,251,252
248,250,251
252,251,247
232,231,241
248,250,250
247,249,249
230,235,244
255,157,17
249,151,11
254,160,23
252,150,8
253,159,9
255,152,11
252,157,7
252,150,8
255,162,18
254,159,19
255,150,9
255,166,28
255,159,12
251,155,7
255,172,36
254,155,9
255,156,8
255,161,11
255,154,8
252,154,6
251,252,250
251,250,246
249,248,252
254,161,8
254,156,8
255,162,9
255,188,46
254,154,6
255,155,7
255,168,27
255,153,7
149,164,197
152,164,206
207,89,10
154,163,201
210,129,44
224,118,17
254,149,8
255,149,8
255,152,11
255,148,12
223,132,23
255,153,24
255,155,26
254,154,22
255,155,13
255,166,38
255,152,17
255,162,42
255,203,90
255,159,21
244,160,35
255,149,11
241,183,53
254,151,5
255,151,8
255,143,9
255,149,13
254,147,9
254,139,4
254,154,5
255,158,8
255,158,10
249,165,16
253,153,4
255,155,6
253,153,5
254,156,8
252,172,25
252,156,9
252,149,3
247,180,47
233,130,13
217,124,9
228,126,13
211,118,9
247,250,248
244,249,247
255,255,250
234,238,243
255,251,244
244,246,254
234,236,236
242,248,253
235,238,242
254,249,248
245,248,253
249,249,255
255,170,15
255,167,13
255,162,9
253,166,16
255,155,6
255,160,10
255,169,10
255,155,7
253,170,15
255,157,5
255,159,10
255,204,99
224,223,225
255,241,226
254,253,249
247,251,252
245,247,248
250,253,251
255,166,17
255,168,24
255,168,23
254,171,20
247,251,246
254,253,249
248,246,252
246,251,250
250,251,249
249,250,254
234,238,239
248,247,251
245,242,251
255,167,13
255,164,9
255,167,22
255,162,9
255,154,7
255,152,6
253,147,6
254,148,11
253,148,3
255,148,8
255,158,10
255,161,11
255,162,12
255,255,168
255,157,10
255,164,19
255,171,22
255,163,28
254,170,28
254,184,61
255,189,71
230,145,11
255,193,58
253,158,8
238,169,36
255,154,15
255,242,132
236,231,235
0,255,0
248,248,248
229,232,236
255,156,96
0,255,0
217,107,40
231,110,51
255,199,102
255,162,53
255,184,81
255,180,78
255,173,73
255,173,71
255,181,77
255,192,88
248,141,71
209,105,31
250,145,75
204,96,18
240,134,60
239,129,70
249,140,70
221,116,40
255,193,93
255,197,102
255,204,108
255,190,79
255,201,106
255,172,76
255,205,108
255,199,103
248,146,0
251,140,0
255,157,26
241,140,0
242,138,64
219,114,43
247,140,69
242,134,60
194,94,0
201,99,10
245,136,64
224,117,43
255,140,75
243,134,67
233,125,57
216,111,37
247,253,253
0,255,0
251,253,254
249,245,252
210,103,36
197,89,6
227,114,48
219,111,39
255,159,82
255,161,94
237,129,51
198,101,25
255,148,72
255,150,82
220,116,30
233,129,56
217,112,18
175,67,0
182,88,0
225,122,49
255,145,79
200,90,10
212,105,34
230,122,52
255,159,46
255,178,71
255,165,27
255,172,60
255,170,56
255,169,66
255,184,77
255,166,51
255,185,79
255,178,75
255,176,70
255,205,96
248,150,0
255,164,25
253,161,3
255,157,36
255,188,85
255,179,72
255,179,73
255,175,59
228,230,231
0,255,0
249,249,249
239,241,250
255,177,47
255,172,47
251,155,2
255,184,64
249,149,0
241,144,0
255,193,68
249,147,0
238,131,76
203,107,38
243,135,72
244,130,68
234,144,74
190,87,23
224,125,77
255,140,83
255,142,82
247,136,70
245,141,78
251,141,82
255,145,92
246,126,76
255,184,123
247,128,73
255,159,103
187,75,10
255,134,91
201,77,15
255,143,94
255,136,95
255,200,132
184,79,29
255,157,52
255,196,101
255,193,100
255,158,54
195,101,25
225,126,48
229,131,56
217,116,44
255,153,47
243,132,0
255,162,49
255,159,49
255,180,83
255,148,34
255,185,88
255,174,75
255,172,72
255,156,42
255,173,73
255,160,61
255,188,98
255,193,110
255,196,112
255,171,88
255,183,79
255,173,73
255,143,39
255,213,107
255,163,59
255,145,44
255,165,68
255,160,62
255,204,96
255,166,45
255,168,54
255,181,63
255,174,64
255,157,0
255,154,11
255,181,72
254,162,10
255,167,44
255,153,14
255,236,128
155,66,0
233,128,66
216,117,45
179,80,0
255,191,121
255,154,87
95,75,58
255,175,111
227,127,62
227,135,64
255,163,91
209,111,40
205,99,26
207,106,39
248,141,71
255,165,94
255,222,136
225,127,61
255,169,97
205,104,43
255,165,0
255,160,3
255,167,34
255,177,48
255,177,64
255,177,63
255,183,56
255,155,34
255,184,77
255,209,114
255,217,116
255,196,99
205,93,0
255,140,79
185,79,0
215,128,61
255,152,101
255,142,90
255,158,101
252,128,76
255,163,16
240,157,9
250,165,5
255,191,64
255,144,81
233,113,56
255,194,123
255,167,105
252,132,69
255,166,104
215,94,33
230,117,58
242,240,239
0,255,0
249,251,245
246,248,249
218,215,211
0,255,0
247,249,250
200,200,202
213,207,200
0,255,0
233,231,232
226,226,226
255,189,86
255,190,102
255,177,84
255,194,98
255,197,88
255,172,68
255,185,79
255,189,85
255,177,42
255,185,66
255,183,63
255,181,44
255,155,56
255,142,40
255,146,33
255,150,44
255,166,73
255,181,76
255,178,85
255,167,48
